source,target,weight,match,type
Ares,MurphyAKL,2,8066,Directed
Ephemeral,fake world,8,8086,Directed
noob :3,4Head,2,8091,Directed
J.S. Bach,aheyman,1,8103,Directed
PUNX,Penguin,2,8104,Directed
S.T.Y.L.E.,KOSOVA,1,8109,Directed
JC,[EE's Disciple],2,8111,Directed
"<font face=""magneto"">GG I Win(m",Yung Lean,2,8127,Directed
deuterium,Bloogles,1,8143,Directed
Kodi,Internet Explorer,4,8151,Directed
Kodi,Road to 4k,4,8151,Directed
jd,Miley,1,8154,Directed
Salt The Wound,Joker,8,8162,Directed
aTly,620,2,8177,Directed
Baldfriend,VdoubleI,2,8179,Directed
????????,NotLikeThis,1,8180,Directed
Symphony,Rain,1,8188,Directed
.,JUMPMAN,2,8196,Directed
.,Taylor Swift,2,8196,Directed
123,kappa,4,8202,Directed
Ren,Joelft,1,8218,Directed
Ahov,Mr. Meeseeks,5,8229,Directed
The Wanderer,Shadow,1,8230,Directed
The Wanderer,XXX,1,8230,Directed
Roronoa Zoro,Invoker,1,8241,Directed
Sloth,Still ШṙȧϮЋ #PateHinoys,3,8247,Directed
Sloth,spacemonkey,3,8247,Directed
Fuuzzie,Ragnar,2,8248,Directed
KOSOVA,:3,2,8251,Directed
KOSOVA,S.T.Y.L.E.,2,8251,Directed
Maestro,DTN,2,8259,Directed
Caffiend,HwaN,2,8265,Directed
Arthur Shelby,Panda,2,8266,Directed
yoonie,cskalias,1,8269,Directed
Risky,Rich Homie Dandy,8,8279,Directed
Risky,Rick Sanchez,8,8279,Directed
????,chayci,1,8311,Directed
.,pyrofrantic,1,8313,Directed
Loki57,Valar Morghulis,1,8318,Directed
jd,Miley,3,8328,Directed
Black Jesus,nicenicenice,4,8335,Directed
He|ìx`,Chill,1,8342,Directed
deuterium,?,1,8346,Directed
deuterium,Bloogles,1,8346,Directed
...,"New Name, Old MMR",1,8365,Directed
Nijbu,^_^,2,8371,Directed
Nijbu,zero,2,8371,Directed
Saitama,Salt The Wound,1,8373,Directed
kang gorengan,kang somay,2,8383,Directed
A N D R E W  S A L A D,psitle,1,8389,Directed
Heisenberg,Akashi Seijuro,1,8392,Directed
Nevermore,.W,2,8413,Directed
.......,Bob,1,8421,Directed
.......,enenlove ツ,1,8421,Directed
Still ШṙȧϮЋ #PateHinoys,Sloth,2,8426,Directed
Still ШṙȧϮЋ #PateHinoys,spacemonkey,2,8426,Directed
dez,Nate Higgers,1,8430,Directed
Lặng Lẽ Tổn Thương,Hyy,1,8442,Directed
Lặng Lẽ Tổn Thương,Sleeping_[D]og,1,8442,Directed
Lặng Lẽ Tổn Thương,bwew,1,8442,Directed
Cheese,trollfederer,1,8443,Directed
Big Dick Bandit,BabyRage,2,8448,Directed
Big Dick Bandit,Pepe Investor,2,8448,Directed
Cherish Isla,Memories,1,8458,Directed
Cherish Isla,Spooderman,1,8458,Directed
TheGentleman,.^Vintager,2,8462,Directed
TheGentleman,Rizzrack,2,8462,Directed
TheGentleman,lord.ary,2,8462,Directed
¯\_(ツ)_/¯,Anonymous,2,8467,Directed
¯\_(ツ)_/¯,BiG BaNaNna !,2,8467,Directed
G4G.FEWL,G4G.Madness,6,8471,Directed
G4G.FEWL,Puppey,6,8471,Directed
Nek-Ro-Sin,K,1,8478,Directed
Nek-Ro-Sin,XD,1,8478,Directed
Mach,gg,2,8484,Directed
Mach,¯\_(ツ)_/¯,2,8484,Directed
321,Csanszi,2,8488,Directed
123,Nuker,1,8537,Directed
Bloop,Nate Higgers,1,8540,Directed
Bloop,hectoriwi,1,8540,Directed
a winner,Fantini's Fantasy,1,8552,Directed
Caffiend,Mr Susan,1,8558,Directed
BABYRAGE,MIE,5,8567,Directed
HULK,Deacon Frost,3,8575,Directed
Alucard,Panda,1,8576,Directed
....,A N D R E W  S A L A D,10,8578,Directed
....,psitle,10,8578,Directed
Dr.X,< blank >,2,8585,Directed
A Wild Smurf,Memories,1,8586,Directed
A Wild Smurf,Spooderman,1,8586,Directed
Bedtime Bear,Mid or Feed,3,8592,Directed
P5 - Minimax,G. R. T.,1,8603,Directed
Nek-Ro-Sin,atreides,2,8606,Directed
Lets get this underway,zxc,1,8610,Directed
Dean Winchester,SEA.Doto.Best.Doto,3,8613,Directed
Maiku Mori,^^,2,8614,Directed
Asphyxinatrix,Hunter,1,8618,Directed
Asphyxinatrix,SweetChilliPhilly,1,8618,Directed
Agressif,product placement with taco bel,3,8620,Directed
SiR,Icarus-,4,8622,Directed
Destroyer,NotLikeThis,1,8624,Directed
Bloop,soy papá,1,8632,Directed
Ephemeral,Marymar♥,1,8641,Directed
Ephemeral,fake world,1,8641,Directed
Alison,AzoR725,1,8657,Directed
Alison,Omega,1,8657,Directed
zxc,Radix,1,8664,Directed
Sleeping_[D]og,Hyy,1,8667,Directed
Sleeping_[D]og,Lặng Lẽ Tổn Thương,1,8667,Directed
Sleeping_[D]og,bwew,1,8667,Directed
Scrotes,GenghisLOL,1,8672,Directed
Scrotes,JohnDoe,1,8672,Directed
MIE,baba,1,8673,Directed
Tony,猫NekO!,1,8677,Directed
Mayhem,Oli the Optimist,1,8685,Directed
Sloth,Still ШṙȧϮЋ #PateHinoys,2,8687,Directed
theo,Dauntasa,4,8691,Directed
theo,MM,4,8691,Directed
BG,Loading...█|█|█|█|█|�,1,8702,Directed
Lets get this underway,...,2,8708,Directed
Lets get this underway,K,2,8708,Directed
Lets get this underway,zxc,2,8708,Directed
tunymai,Rizzrack,2,8715,Directed
tunymai,lord.ary,2,8715,Directed
Rick,Azrael,1,8758,Directed
Rick,Faronel,1,8758,Directed
Radix,Saitama,2,8760,Directed
Radix,zxc,2,8760,Directed
JohnDoe,GenghisLOL,1,8762,Directed
400 Lux,Arteezy,2,8765,Directed
HorseFeeder,K P A C U B O,1,8768,Directed
Spooderman,Memories,1,8804,Directed
Nijbu,Daefron,1,8810,Directed
David,gigabotan,1,8813,Directed
Elvis,feeder,4,8814,Directed
VonL,-_-,1,8818,Directed
Bi8i,John Cena,1,8836,Directed
Make Your Dreams Come True,Bloop,1,8847,Directed
Make Your Dreams Come True,JMT,1,8847,Directed
:(,.^Vintager,3,8851,Directed
:(,Black Jesus,3,8851,Directed
:(,Rizzrack,3,8851,Directed
:(,TheGentleman,3,8851,Directed
:(,lord.ary,3,8851,Directed
Albyzai,L,1,8856,Directed
XD,yolo,6,8860,Directed
...,CUTNPASTE,1,8879,Directed
Sir Pudgealot,Tick Tock,2,8883,Directed
i play on 480apm,LoveAV road to 6k,1,8904,Directed
JMT,Bloop,2,8909,Directed
JMT,Nigga,2,8909,Directed
HolyMoly -QsQ-,??,1,8920,Directed
Dondo,J.R.,1,8946,Directed
Nijbu,GenghisLOL,1,8954,Directed
Nijbu,JohnDoe,1,8954,Directed
beaverknight,Dendi,1,8975,Directed
ice,Hiruma,1,8985,Directed
ehh ech ehh,Bi8i,1,8987,Directed
620,aTly,1,8993,Directed
LoveAV road to 6k,Give,1,8995,Directed
LoveAV road to 6k,Icarus-,1,8995,Directed
LoveAV road to 6k,Snoopy,1,8995,Directed
LoveAV road to 6k,i play on 480apm,1,8995,Directed
Thylacine,Albyzai,2,9025,Directed
cK.1,shibui,1,9044,Directed
risen`sk,Omega,1,9051,Directed
BiG BaNaNna !,Pineapple KAMIKAZE,1,9053,Directed
Limitedmoon,KappaRoss,1,9069,Directed
Rage,Harvey Specter,2,9081,Directed
Rage,b1ngo,2,9081,Directed
MOLESTERMAN69,GGWP,2,9094,Directed
montezuma,rasmus,1,9119,Directed
LoveAV road to 6k,i play on 480apm,6,9134,Directed
Icarus-,Deodorant spray,1,9139,Directed
Icarus-,tunymai,1,9139,Directed
ZeTo,3K.Zvan.TheNight,2,9151,Directed
David K,noob,2,9167,Directed
Daemonum Tert,Jake,2,9171,Directed
Ceyler,ALWAYSWANNAFLY,1,9180,Directed
Albyzai,iRoge,2,9188,Directed
A,Deacon Frost,1,9189,Directed
Mottley,G,1,9201,Directed
Mottley,One Punch!,1,9201,Directed
Senpai,Daefron,1,9205,Directed
KKK,Supercalifragalisticexpialadoci,1,9206,Directed
....,Bloop,2,9211,Directed
....,Miki,2,9211,Directed
....,YOLO,2,9211,Directed
Csanszi,-.-,2,9215,Directed
Csanszi,NRL,2,9215,Directed
Zero,Snipe Desu~,1,9221,Directed
PUNX,=-~XenonSpherE~-=,7,9241,Directed
PUNX,Batman,7,9241,Directed
Urist,Lex,1,9244,Directed
Urist,Thylacine,1,9244,Directed
<123>,David K,1,9264,Directed
<123>,noob,1,9264,Directed
[STR].MissBug,Brian,3,9278,Directed
HorseFeeder,Rage,2,9301,Directed
Arakus,SQWERTY,1,9306,Directed
Richard,Achilles,1,9309,Directed
Richard,lungs,1,9309,Directed
Carl,Rocco - Davaide and conquer,1,9319,Directed
Dark,Prometheus,1,9324,Directed
MrMkay,Sara :),2,9327,Directed
Thanatael,Law,1,9332,Directed
Thanatael,cocodino,1,9332,Directed
@Sonicdoto,yolowarrior,4,9338,Directed
Lặng Lẽ Tổn Thương,Hyy,2,9363,Directed
Lặng Lẽ Tổn Thương,Sleeping_[D]og,2,9363,Directed
Gdo,Gilgamesh,1,9366,Directed
CLVTCHPANDA | 6分の神,Player,1,9374,Directed
Cookie,Acoregan,1,9376,Directed
Rockstah,LOsTMoNkey,1,9380,Directed
Rockstah,SimpLe,1,9380,Directed
Rockstah,Zeenix,1,9380,Directed
happy little clouds,Soul,2,9393,Directed
400 Lux,Mikasa,2,9418,Directed
sri,A,1,9421,Directed
i play on 480apm,:(,10,9424,Directed
Nexr,Jaythejackass,2,9426,Directed
Nexr,No,2,9426,Directed
Nexr,Totti#Smauking dat Seaweed,2,9426,Directed
Bob™,Cloud,1,9436,Directed
RollarN^,Lars-Olof,1,9471,Directed
.inf,Goofy Hell,1,9479,Directed
.inf,Kirito,1,9479,Directed
.inf,[N]ooble,1,9479,Directed
shibui,cK.1,1,9486,Directed
Đưa Nhau Đi Feed,Anonymous,2,9520,Directed
David K,< blank >,3,9530,Directed
David K,Kirito,3,9530,Directed
ThaddeusV,rowanyourboats,2,9534,Directed
Law,Thanatael,1,9539,Directed
Law,cocodino,1,9539,Directed
叉烧包,this is the life that i chose,1,9547,Directed
Angel,Bob Ross,1,9564,Directed
Angel,Charlie,1,9564,Directed
xWinkler,Eagle,1,9566,Directed
Awe,Japple LMAO,1,9567,Directed
YOLO,Cristyx,2,9576,Directed
< blank >,EQuiN0X,1,9578,Directed
+25,WaaDaaFaak!?,4,9603,Directed
|||||||||||||||||||||||||||||||,PuttPuttPutt,1,9631,Directed
|||||||||||||||||||||||||||||||,Vendetta,1,9631,Directed
Hugs from Jewland,Warrior,1,9633,Directed
DK,West Street Variety,1,9642,Directed
Narcotix,MontSta^,1,9645,Directed
Batman,Deez Nuts,1,9653,Directed
never lucky BabyRage,VonL,2,9655,Directed
Saltz,KingJonesGaming,1,9664,Directed
Saltz,bourgeoisie,1,9664,Directed
jaynanners,Jake,1,9672,Directed
Jaythejackass,Mbobo,1,9697,Directed
Jaythejackass,Nexr,1,9697,Directed
Jaythejackass,Totti#Smauking dat Seaweed,1,9697,Directed
LAABANI,tsilokki,1,9709,Directed
phophophopho,-25,1,9711,Directed
Ragnar,killzone,1,9716,Directed
pls nerf kaski,plz nerf me,1,9719,Directed
uhuhuh,qwerty,2,9721,Directed
happy little sticks,Kappa,1,9730,Directed
happy little sticks,happy little clouds,1,9730,Directed
33,Law,1,9733,Directed
33,Thanatael,1,9733,Directed
33,cocodino,1,9733,Directed
HikinenM,Flash,1,9735,Directed
Monkey D. Luffy,Nik,1,9736,Directed
Water,400 Million Beli Man,1,9738,Directed
Galbatoriks,Law,3,9749,Directed
Batman,PartyPandaN [ 党的熊猫 ],1,9753,Directed
Spooderman,Monkey D. Luffy,1,9761,Directed
He|ìx`,D4D.EldestDad.420,2,9767,Directed
He|ìx`,Inpu7,2,9767,Directed
He|ìx`,LoveAV road to 6k,2,9767,Directed
Hotline Bling,DarkPhoenix,1,9793,Directed
Naga.iRoN..PrayForParis,Dwily,1,9794,Directed
Naga.iRoN..PrayForParis,Kaya,1,9794,Directed
Naga.iRoN..PrayForParis,Sighto,1,9794,Directed
Medivh,Albyzai,2,9808,Directed
Smaug,Xcalibur,1,9820,Directed
叉烧包,this is the life that i chose,1,9822,Directed
Deadly^_^,tq-,1,9844,Directed
Mottley,tunymai,1,9848,Directed
Knibbelz,23,1,9852,Directed
Knibbelz,2slow4flo,1,9852,Directed
Thrower,kappa,1,9866,Directed
Thrower,noob :3,1,9866,Directed
Sorry,SAITAMA,2,9868,Directed
Sorry,panda,2,9868,Directed
Sean,Blacque The Lil' Rooster,1,9869,Directed
Harlequin,Hekate,1,9874,Directed
Harlequin,TeaPirate,1,9874,Directed
PHS.smax253.加油!!!,..,1,9877,Directed
PHS.smax253.加油!!!,Rabbit,1,9877,Directed
Bruce Wayne,DSwissK,7,9880,Directed
Vendetta,PuttPuttPutt,1,9904,Directed
Mikasa,????????,1,9911,Directed
Mikasa,Blade,1,9911,Directed
Mikasa,Make Your Dreams Come True,1,9911,Directed
TheLast,Syy,1,9917,Directed
TheLast,feeder,1,9917,Directed
Slap0r,change drug policy!!,1,9923,Directed
Nigga,Insert,1,9927,Directed
Nigga,Rampage,1,9927,Directed
Glen,YouLikeMyNukes,1,9934,Directed
REvo.f,322,2,9949,Directed
Nuggets,uukei,3,9953,Directed
Mbobo,RaflWaflFalafl,1,9955,Directed
[A]dmiral Bullshit,fensji,1,9982,Directed
Urist,phophophopho,1,9993,Directed
One Punch!,D4D.EldestDad.420,1,10007,Directed
One Punch!,Inpu7,1,10007,Directed
Stallon,The Final Key,2,10026,Directed
Stallon,Vendetta,2,10026,Directed
Jaythejackass,Totti#Smauking dat Seaweed,1,10045,Directed
Mottley,AAA,1,10053,Directed
'Ywp,Zzz,1,10055,Directed
Slayer,Xin,4,10059,Directed
Donald Trump,NotLikeThis,1,10066,Directed
Donald Trump,nob,1,10066,Directed
Lur8,Roronoa Zoro,2,10099,Directed
Nyte,Captain America,1,10118,Directed
pYro,liQuid,1,10139,Directed
CHI LONG QUA,Joker,4,10141,Directed
Ragnar,Derp Derp,2,10155,Directed
Ragnar,killzone,2,10155,Directed
happychappy,.,2,10169,Directed
happychappy,Silver,2,10169,Directed
happychappy,strawberry bonbons,2,10169,Directed
YouLikeMyNukes,Glen,1,10183,Directed
Nesquikk,n-n-n-n-n-NORMIES-s-s-s-s-s-s,1,10190,Directed
Peter,space cowboy,1,10192,Directed
13,Flipt,1,10198,Directed
JOHN HITLER,King Wizard,1,10201,Directed
Taintednight,Jesus Christ,1,10202,Directed
Uriziel,Pikachu,1,10210,Directed
xWinkler,Light,1,10225,Directed
trust me im dondo,???????,10,10228,Directed
trust me im dondo,Viridian,10,10228,Directed
Kingmonkey,kaliMuscle,1,10240,Directed
Ri,hi,1,10244,Directed
Splinter,Medivh,1,10250,Directed
LAABANI,tsilokki,2,10269,Directed
Bob,zindrel,2,10277,Directed
Spla$H,Max,2,10286,Directed
Spla$H,Thrower,2,10286,Directed
Kodi,doodla,1,10296,Directed
G.I...,Lur8,1,10301,Directed
scrub,Q,1,10303,Directed
Galbatoriks,ok,1,10308,Directed
?????,gohanaragorn,1,10312,Directed
Miley,BeezyDota,5,10313,Directed
Miley,jd,5,10313,Directed
Water,MyMeK,1,10314,Directed
The Final Key,Stallon,1,10342,Directed
NathanH,Ares,1,10349,Directed
VPO,beaverknight,3,10358,Directed
TheBenGerman,asdf,1,10369,Directed
La Spada,Yoda,1,10373,Directed
Leo,Warhammster,1,10377,Directed
ツ,road to zero mmr,1,10378,Directed
LUSHLIFE,svenskewar,2,10380,Directed
Audible Chocolate,322,1,10382,Directed
Nuggets,BigBear,1,10394,Directed
Nuggets,uukei,1,10394,Directed
Loading...█|█|█|█|█|�,|||||||||||||||||||||||||||||||,1,10395,Directed
Fuuzzie,Mr. Meeseeks,2,10408,Directed
He|ìx`,Mottley,3,10441,Directed
n-n-n-n-n-NORMIES-s-s-s-s-s-s,Nesquikk,3,10452,Directed
I Knew You Were Trouble,BABYRAGE,1,10459,Directed
I Knew You Were Trouble,King Wizard,1,10459,Directed
I Knew You Were Trouble,Thomas Shelby,1,10459,Directed
I Knew You Were Trouble,qwe,1,10459,Directed
Emil,Tony,8,10472,Directed
LAABANI,tsilokki,1,10475,Directed
Kirito,Do --,1,10476,Directed
Totti#Smauking dat Seaweed,Jaythejackass,1,10480,Directed
Clockwork,mega,2,10485,Directed
ZeTo,Tom Ganks,1,10520,Directed
Han Solo,topsu,1,10535,Directed
Ceyler,Axios,1,10544,Directed
NathanH,Phoenix,2,10555,Directed
NathanH,Sky,2,10555,Directed
La Spada,BOSS,1,10570,Directed
La Spada,asd,1,10570,Directed
K,TSF.theSUNZI#NobodysHome,4,10575,Directed
-_-,Fury,3,10576,Directed
-_-,Kung Führer,3,10576,Directed
G.I...,Lur8,1,10577,Directed
JasCaLL,Varian Wrynn,1,10585,Directed
Cletus,O_O,1,10590,Directed
Chris,LoZ.♥水,1,10591,Directed
Chris,Urgel,1,10591,Directed
Kaboom,Empyrean,1,10596,Directed
ITS BLACK THUNDERRRRRRRR,SLAM,4,10608,Directed
Ð²,Reginald Gildersleeve,2,10617,Directed
Ð²,RidingD`s,2,10617,Directed
Stallon,The Final Key,1,10624,Directed
killzone,Up-iN*tHe.AiR,2,10629,Directed
I Knew You Were Trouble,King Wizard,1,10634,Directed
I Knew You Were Trouble,Thomas Shelby,1,10634,Directed
I Knew You Were Trouble,qwe,1,10634,Directed
DragRiver2,Im Certain My Team Sucks,2,10639,Directed
Ghost,Alexander den Store,1,10640,Directed
Ghost,Road to 5k,1,10640,Directed
"Hi, Can I have mossarella stick",Zero,7,10645,Directed
The Todd,where were you when i was walki,2,10649,Directed
Sephiron,Valazus,1,10662,Directed
[A]dmiral Bullshit,[W],2,10676,Directed
[A]dmiral Bullshit,d7,2,10676,Directed
[A]dmiral Bullshit,fensji,2,10676,Directed
Japple LMAO,Awe,1,10687,Directed
t1mseN,[SUR] Suryoyo,1,10692,Directed
Nevermore,Runner Seven,1,10704,Directed
JOHN CENA,SamuraiJack,1,10725,Directed
Lars-Olof,Mark,1,10743,Directed
Lars-Olof,RollarN^,1,10743,Directed
Monkey,vndragon,1,10747,Directed
Max,gohanaragorn,1,10774,Directed
Kunz °,HOPE,1,10775,Directed
Ruka Kanae is <3,Saitama,1,10780,Directed
Ruka Kanae is <3,Smoke,1,10780,Directed
n-n-n-n-n-NORMIES-s-s-s-s-s-s,Nesquikk,4,10781,Directed
El Chapo,JOHN CENA,1,10796,Directed
Phoenix,Streiter,1,10797,Directed
Snow,....,1,10808,Directed
Spla$H,Master,1,10833,Directed
He|ìx`,Inpu7,13,10834,Directed
JasCaLL,Varian Wrynn,1,10842,Directed
Firefix,s1m13,1,10844,Directed
xD,|||||||||||||||||||||||||||||||,1,10850,Directed
Csanszi,Happy,1,10863,Directed
TheEye3,Marik,2,10864,Directed
No Dota in Bogota,Chopper,2,10867,Directed
Bruce Wayne,Van Dyke Brown,1,10875,Directed
Risky,Rich Homie Dandy,1,10879,Directed
One Punch Man,Road to 4k,1,10880,Directed
Invoker,gigabotan,3,10881,Directed
Chris,Deadly^_^,1,10890,Directed
Chris,LoZ.♥水,1,10890,Directed
Chris,Urgel,1,10890,Directed
TMSTHEGREAT,joker'sbestfriend,1,10892,Directed
Dean Winchester,Loading...█|█|█|█|█|�,3,10907,Directed
JOHN CENA,DarkPhoenix,1,10918,Directed
william.boshi,Mars,1,10921,Directed
D.,TheBenGerman,3,10924,Directed
montezuma,EZ,1,10925,Directed
montezuma,creme de la creme,1,10925,Directed
Derp Derp,Ragnar,1,10926,Directed
Derp Derp,Up-iN*tHe.AiR,1,10926,Directed
Derp Derp,killzone,1,10926,Directed
Kamui,Cory in da Crib,4,10928,Directed
King Wizard,L,5,10945,Directed
King Wizard,Thomas Shelby,5,10945,Directed
Ares,????,1,10963,Directed
FREDRIK,Cringer,1,10968,Directed
FREDRIK,Jonte The Moose,1,10968,Directed
FREDRIK,noob,1,10968,Directed
A N D R E W  S A L A D,Sasha,6,10985,Directed
A N D R E W  S A L A D,psitle,6,10985,Directed
ZeTo,Law,1,10993,Directed
Bum bum - Bot,Sugy,1,10998,Directed
Nesquikk,n-n-n-n-n-NORMIES-s-s-s-s-s-s,1,11001,Directed
Glen,YouLikeMyNukes,2,11007,Directed
Kirito,Dancinlobsta,1,11019,Directed
Crumbling,石原さとみ,1,11027,Directed
Gdo,Gilgamesh,3,11032,Directed
Gdo,carry please ty,3,11032,Directed
Naga.iRoN..PrayForParis,Kaya,1,11035,Directed
Naga.iRoN..PrayForParis,Sighto,1,11035,Directed
JukeSkywalker,Frost,2,11039,Directed
JukeSkywalker,General Stonewall Jukeson,2,11039,Directed
JukeSkywalker,JukeGyllenhaal,2,11039,Directed
JukeSkywalker,Martin Luther King Juker,2,11039,Directed
[A]dmiral Bullshit,fensji,2,11055,Directed
Dean Winchester,Loading...█|█|█|█|█|�,5,11102,Directed
Firefix,s1m13,2,11106,Directed
Thylacine,USA!,1,11108,Directed
Aliph,???????,1,11138,Directed
Justice,...,2,11149,Directed
FTR,Huh?,3,11152,Directed
Splinter,Laughing Man,1,11156,Directed
SoFloAntonio,blank,1,11165,Directed
Karl,Bob Ross,1,11174,Directed
Raiin,BestMidPlayer,1,11177,Directed
Raiin,King,1,11177,Directed
Raiin,art,1,11177,Directed
Animagne,B-Rabbit,1,11184,Directed
Animagne,gg,1,11184,Directed
confessor,topsu,1,11195,Directed
GG,Jake,1,11208,Directed
GG,Tristan,1,11208,Directed
JakeisBibleThump,VAN DYKE BROWN,2,11233,Directed
CauKi,Samwise,2,11242,Directed
CauKi,doN,2,11242,Directed
IHuINTeIR,NotLikeThis,1,11244,Directed
Kaya,Dwily,1,11245,Directed
Kaya,Naga.iRoN..PrayForParis,1,11245,Directed
Kaya,Sighto,1,11245,Directed
RollarN^,Lars-Olof,1,11251,Directed
Snow,Saltz,1,11274,Directed
Snow,bourgeoisie,1,11274,Directed
[PU] Game of tilt™,Baldur,1,11281,Directed
[A]dmiral Bullshit,[W],5,11290,Directed
[A]dmiral Bullshit,d7,5,11290,Directed
[A]dmiral Bullshit,fensji,5,11290,Directed
Flawless,N-ice,1,11294,Directed
hehe,Afro Horse,1,11301,Directed
THUG LIFE,Keyboard Warrior,1,11302,Directed
"all muted, stealing mid, helo",Yanix,1,11304,Directed
Dr.Sexy,Nightmare,1,11330,Directed
Inigo,Pingouin,1,11334,Directed
Inigo,Tsar,1,11334,Directed
Inigo,b1ngo,1,11334,Directed
JukeGyllenhaal,General Stonewall Jukeson,1,11350,Directed
JukeGyllenhaal,JukeSkywalker,1,11350,Directed
JukeGyllenhaal,Martin Luther King Juker,1,11350,Directed
Ximo 1er,Milo,1,11351,Directed
Freak Show,gg,3,11362,Directed
G,^^,1,11363,Directed
Kronos,ЯIP,4,11388,Directed
Bob,deranzo,1,11410,Directed
Rockstah,LOsTMoNkey,1,11415,Directed
Rockstah,SimpLe,1,11415,Directed
Rockstah,Zeenix,1,11415,Directed
Albyzai,Flux,1,11416,Directed
Albyzai,asd,1,11416,Directed
He|ìx`,Ho랑이,4,11419,Directed
HorseFeeder,G.,1,11426,Directed
Kritecia,17,3,11427,Directed
Arthur Shelby,trashcan,5,11443,Directed
yoonie,cskalias,1,11444,Directed
Chris,KingJonesGaming,1,11448,Directed
Chris,LoZ.♥水,1,11448,Directed
Chris,Saltz,1,11448,Directed
Chris,Urgel,1,11448,Directed
Chris,bourgeoisie,1,11448,Directed
Oceans,popo,2,11457,Directed
Moe-Chan,Boobs-chan,2,11463,Directed
kaztah,Gold,1,11468,Directed
bad,Dwily,1,11503,Directed
bad,Kaya,1,11503,Directed
bad,Naga.iRoN..PrayForParis,1,11503,Directed
bad,Sighto,1,11503,Directed
intentional feeder,666,2,11506,Directed
Dr.Sexy,Lightning,2,11514,Directed
123,Fahrenhater,1,11521,Directed
123,cable,1,11521,Directed
DroopyMcCool,Heru,1,11524,Directed
Jana,Jeff,6,11526,Directed
Caffiend,Mr. Meeseeks,1,11538,Directed
Caffiend,Zimzo,1,11538,Directed
Miley,jd,2,11543,Directed
Nick,Brent,1,11549,Directed
Nick,Samwise,1,11549,Directed
Bob Ross,Miracle-,5,11574,Directed
-.-,Sentinel,1,11577,Directed
-.-,wizn,1,11577,Directed
Zeenix,LOsTMoNkey,1,11584,Directed
Zeenix,Rockstah,1,11584,Directed
Zeenix,SimpLe,1,11584,Directed
gypsyfy,robottaway,2,11595,Directed
ehh ech ehh,Silence,1,11599,Directed
Gnome child,"Harvey ""Harvey"" Harvey",1,11621,Directed
Gnome child,Weed,1,11621,Directed
Spooky,Hotline Bling,1,11626,Directed
ITS BLACK THUNDERRRRRRRR,SLAM,2,11642,Directed
1,U dair me?,1,11662,Directed
Ronny,Justice,2,11664,Directed
Sugy,Rampage,1,11666,Directed
Max Tryhard,REvo.f,1,11667,Directed
zxc,Rick,2,11674,Directed
Black Jesus,TINKLES,2,11678,Directed
trust me im dondo,Viridian,1,11687,Directed
Awe,Japple LMAO,1,11701,Directed
Thrower,Z,1,11709,Directed
CHI LONG QUA,Zero,2,11718,Directed
n-n-n-n-n-NORMIES-s-s-s-s-s-s,Nesquikk,1,11722,Directed
King Kunta,The Angler,2,11723,Directed
kaztah,Bulls_Eye,1,11733,Directed
kaztah,Gold,1,11733,Directed
snoopRat,Panda,1,11749,Directed
GeGe,<blank>,1,11754,Directed
GeGe,Mirakuru#Pray4Paris,1,11754,Directed
GeGe,Nightmare,1,11754,Directed
GeGe,Sentinel,1,11754,Directed
Saltz,Chris,1,11756,Directed
Saltz,Urgel,1,11756,Directed
Saltz,bourgeoisie,1,11756,Directed
yoonie,cskalias,1,11768,Directed
Sophiel,Natsu,1,11776,Directed
Tick Tock,Deodorant spray,2,11777,Directed
Tick Tock,NAES,2,11777,Directed
Delirium Tremens,DIabOluS,2,11783,Directed
Tobeh,?,1,11785,Directed
"gibe da Weekend, b0ss",JC,1,11789,Directed
YO | Fluffy Kitten,Bassie,1,11795,Directed
YO | Fluffy Kitten,Spartacus,1,11795,Directed
QWERTY,eRzR_,1,11803,Directed
Q,dont look at me,2,11811,Directed
???,??????,1,11819,Directed
King Kunta,Tahurtz,1,11821,Directed
...,KN.4ever.♥™®,2,11823,Directed
...,Mr. Meeseeks,2,11823,Directed
Vanity,SupaDupaMan,1,11824,Directed
Krisyboi,XTripleJaxX,1,11832,Directed
DeeB,Carry Potter,1,11834,Directed
Dindender,Mithrandir,2,11865,Directed
SOUJI LAGUH,jaco,1,11894,Directed
XD,Allahu Akbar,1,11901,Directed
XD,Caffiend,1,11901,Directed
Rockstah,SimpLe,1,11909,Directed
Rockstah,Zeenix,1,11909,Directed
Vigoss,Fantini's Fantasy,4,11914,Directed
Vigoss,a winner,4,11914,Directed
DIabOluS,Delirium Tremens,1,11920,Directed
JasCaLL,Varian Wrynn,1,11926,Directed
TINKLES,Slick Rick,1,11929,Directed
Goat,Mr. Meeseeks,2,11932,Directed
Goat,aaron,2,11932,Directed
Allahu Akbar,iScream,1,11933,Directed
Mr_spoon,Pornochicken,1,11936,Directed
Master,BloodSeeker,1,11947,Directed
Alexander den Store,:),5,11949,Directed
see me now,Roronoa Zoro,2,11958,Directed
Pain,Tobeh,3,11976,Directed
ikazuka123,"""You awake?""",1,11980,Directed
Saltz,bourgeoisie,3,11985,Directed
Saltz,method in my madness,3,11985,Directed
Equalizer,Aneren,1,11989,Directed
Tallcat,Miska,1,11994,Directed
ITS BLACK THUNDERRRRRRRR,SLAM,4,11995,Directed
Psycho,Assassin,1,11998,Directed
Psycho,Buster,1,11998,Directed
Psycho,"New Name, Old MMR",1,11998,Directed
