source,target,weight,match,type
1v9 and i still win,3-The Snow Goose,13,27958,Directed
1v9 and i still win,IMA LI AMFEEEE,13,27958,Directed
1v9 and i still win,Morx,13,27958,Directed
1v9 and i still win,N3gerkung,13,27958,Directed
1v9 and i still win,Ol.dirty.b--,13,27958,Directed
1v9 and i still win,Suondred,13,27958,Directed
1v9 and i still win,WoLoLO0o,13,27958,Directed
1v9 and i still win,mDREAMm,13,27958,Directed
1v9 and i still win,AWEEEEE,13,27958,Directed
1v9 and i still win,PLAsm!,13,27958,Directed
1v9 and i still win,T-p.D O M I N O,13,27958,Directed
1v9 and i still win,Аутист,13,27958,Directed
1v9 and i still win,成都陈伟霆,13,27958,Directed
1v9 and i still win,鱼塘霸王回来了,13,27958,Directed
1v9 and i still win,@SushiSushi,13,27958,Directed
1v9 and i still win,NightСhaser,13,27958,Directed
