source,target,weight,match,type
Clueless,Equalizer,3,19264,Directed
Chewie,Huh?,1,19266,Directed
.,11,1,19295,Directed
.,DIabOluS,1,19295,Directed
.,Hero,1,19295,Directed
U OK NERD?,Bunny of Doom,1,19366,Directed
strawberry bonbons,happychappy,1,19367,Directed
?????????,?????,1,19374,Directed
5to7,B-Rabbit,1,19432,Directed
Howl Pendragon.,G. R. T.,2,19434,Directed
dream is ded,1354,2,19437,Directed
dream is ded,LOVE-is-EZ but I hate you,2,19437,Directed
The Psychotic Snivy,"<font face=""impact"">SALTEW",1,19446,Directed
Greed,HorseFeeder,1,19456,Directed
JeSuisParis,Flash,2,19457,Directed
Killer,R.I.E.Eheroduelist,1,19488,Directed
Killer,Skye,1,19488,Directed
Gates,< blank >,1,19504,Directed
Gates,Boss,1,19504,Directed
gohanaragorn,qq,1,19517,Directed
Baxter,Daddy,1,19536,Directed
Milo,Never Lucky,1,19557,Directed
Providence,Daddy,3,19569,Directed
Pain,Shadow,9,19644,Directed
Mlcrosoft,s4tarash,1,19660,Directed
"Hi, Can I have mossarella stick",Splinter,1,19687,Directed
"Hi, Can I have mossarella stick",lol,1,19687,Directed
El lechero,PaLiTRoQuE,1,19688,Directed
Johny,itaQ,1,19695,Directed
Ragnar,Tzu,2,19703,Directed
Ragnar,random,2,19703,Directed
DaBeginning,John Cena,1,19704,Directed
DaBeginning,Jon,1,19704,Directed
Rick,KappaPride,1,19712,Directed
Carnage,noob,1,19720,Directed
Renegade,Achilles,1,19738,Directed
PEBCAK,Rick Sanchez,3,19758,Directed
qweqwe,Potato,1,19767,Directed
qweqwe,tunes,1,19767,Directed
Justice,noob,3,19768,Directed
.,Hi,1,19803,Directed
.,King,1,19803,Directed
Valentino,Nek-Ro-Sin,3,19890,Directed
Nx3,Butthole,3,19913,Directed
Nx3,Shaun,3,19913,Directed
Obama Bin Laden,456,3,19915,Directed
RBLR.dany fuckin heatley,RBLR.Marcutio,1,19923,Directed
RBLR.dany fuckin heatley,Rick Sanchez,1,19923,Directed
BasicMyth,Gupstin,1,19927,Directed
Miley,jd,1,19928,Directed
Tallcat,Miska,4,19934,Directed
RIP BOB - I BELIEVE!,Van Dyke Brown,1,19943,Directed
Bacon,Dall,1,19962,Directed
Carl,Ragnar,1,19982,Directed
Sean,Goose,1,19997,Directed
Sean,LoL,1,19997,Directed
Fire,<><,2,20003,Directed
Barack Obama,yoonie,6,20042,Directed
:),Casto,1,20069,Directed
SusieDoesn'tLoveYou,Carl,1,20101,Directed
SusieDoesn'tLoveYou,Destiny,1,20101,Directed
ALLIANCE FANGAY DONT TALK TO ME,Alex,1,20108,Directed
Yukino Yukinoshita,Leo,3,20117,Directed
Anonymous,Horse,2,20118,Directed
Myst,Commander no Commanding,1,20130,Directed
DragRiver2,James,1,20139,Directed
Angel,YOLO,1,20151,Directed
:),Casto,1,20152,Directed
Juca,< blank >,1,20167,Directed
Juca,Saitama,1,20167,Directed
HalF.Mad,Filiard,1,20190,Directed
Bob Ross,Whatever,1,20192,Directed
DKD,#TRNDSTTR,1,20194,Directed
TBD,Raiin,6,20205,Directed
Darknesses,asdf,1,20211,Directed
Death,????,1,20246,Directed
Whatever,Bunny of Doom,1,20254,Directed
Whatever,U OK NERD?,1,20254,Directed
Locklear,ツ,1,20256,Directed
"REISE, REISE",G,3,20257,Directed
Marymar♥,Baldur,1,20261,Directed
TheLast,CRUMBLING,3,20274,Directed
Clouds,Miley,1,20318,Directed
Clouds,jd,1,20318,Directed
Ayy Lmaoo™,Faronel,1,20335,Directed
Ayy Lmaoo™,Kevin,1,20335,Directed
Taylor Swift,nom,3,20348,Directed
#TRNDSTTR,DKD,1,20355,Directed
Fahrenhater,Storoh,1,20358,Directed
mURSAful,Saitama,1,20359,Directed
SP,angular_JS,2,20389,Directed
RBLR.Marcutio,RBLR.dany fuckin heatley,3,20397,Directed
RBLR.Marcutio,Tom,3,20397,Directed
Atlas,Vanity,2,20404,Directed
The Dude,Pablo Escobar,1,20420,Directed
Hurfdurf,Pikachu,2,20427,Directed
™,MID OR FEED,1,20433,Directed
™,WHAT?!,1,20433,Directed
ЯIP,doodla,1,20435,Directed
..,Atlas,2,20439,Directed
..,Ren,2,20439,Directed
Sir Jonny of Rustles,yob,1,20449,Directed
Slayer,JeSuisParis,1,20465,Directed
MeerCat,QualtroHead,1,20476,Directed
I just want to be happy,Flux,2,20508,Directed
I just want to be happy,Rizwanovich,2,20508,Directed
I just want to be happy,Sir Pudgealot,2,20508,Directed
I just want to be happy,Tick Tock,2,20508,Directed
Messiah,X,2,20510,Directed
TheBenGerman,Snoopy,2,20534,Directed
TheBenGerman,grillz,2,20534,Directed
Maybe,@hiro,1,20540,Directed
Maybe,Mizu,1,20540,Directed
xx,trashcan,1,20544,Directed
@KossDota,hectoriwi,1,20573,Directed
turn right,322,1,20590,Directed
turn right,Shiroe,1,20590,Directed
turn right,rust,1,20590,Directed
Obstacle,intentional feeder,3,20592,Directed
Atlas,qwerty,1,20600,Directed
?????,Jc,2,20602,Directed
CHI LONG QUA,??????,1,20627,Directed
zxc,Gnome child,3,20649,Directed
zxc,Keyboard Warrior,3,20649,Directed
Icarus-,Ooze | hitbox.tv/oozex,1,20651,Directed
Chippy,Deemi,1,20679,Directed
Chippy,Milk,1,20679,Directed
$420,Nightmare,2,20691,Directed
Memories,A Wild Smurf,3,20695,Directed
Memories,Spooderman,3,20695,Directed
Atlas,Gates,1,20707,Directed
...,Jiten,1,20717,Directed
322,QQQ,1,20719,Directed
322,Shiroe,1,20719,Directed
322,rust,1,20719,Directed
322,turn right,1,20719,Directed
NotLikeThis,Benegripe,1,20727,Directed
NotLikeThis,intentional feeder,1,20727,Directed
XO,Knibbelz,3,20764,Directed
Andy,Prince of Excrement,2,20765,Directed
L.A. Beast,Vanity,1,20794,Directed
Alpha,StoopidVarrior,1,20796,Directed
Silent,D,2,20802,Directed
"gibe da Weekend, b0ss",Snoopy,2,20809,Directed
bazookababy,kgeekay,1,20822,Directed
ez,...,2,20839,Directed
Deez_Nuts,:D,3,20865,Directed
Happy Little Tree,Jesse Pinkman,1,20882,Directed
Happy Little Tree,xd,1,20882,Directed
Chocolove,Obstacle,3,20886,Directed
Chocolove,intentional feeder,3,20886,Directed
>_<,tehdilgerer,3,20904,Directed
KLiO,emge,2,20918,Directed
< blank >,Brownballa55,1,20923,Directed
MeerCat,+25,1,20925,Directed
Raging Weriery,[THG]Executer26th,1,20948,Directed
modjas,Xcalibur,3,20966,Directed
You can't run from heaven!! Bro,Stark,1,20979,Directed
beaverknight,lungs,1,20998,Directed
Mithrandir,Tzu,1,21060,Directed
HULK,< blank >,12,21062,Directed
HULK,TinkerBell,12,21062,Directed
Light of Darkness,zzz,1,21068,Directed
DumpsteR CleaneR,Alucard,1,21071,Directed
WTF,eRzR_,3,21109,Directed
--,.,1,21110,Directed
Alucard,DumpsteR CleaneR,1,21122,Directed
I mute everyone,XD,1,21132,Directed
..,SoFloAntonio,2,21136,Directed
Wintermute,:),1,21149,Directed
Lets get this underway,Silver,2,21167,Directed
Lets get this underway,^_^,2,21167,Directed
zero,B,1,21186,Directed
Ahov,OnePunchMan,5,21241,Directed
kang somay,kang gorengan,1,21252,Directed
1017,WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW,2,21268,Directed
Virus,The Adversary,5,21275,Directed
'Ywp,Kitty,3,21289,Directed
Ahov,atreides,1,21411,Directed
Ephemeral,^_^,1,21430,Directed
Urist,WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW,1,21450,Directed
Doge,misseypeazy,1,21460,Directed
居家男人,KutTaoLang,2,21485,Directed
Phantom,El Dude,4,21512,Directed
Phantom,Road to Al-Qaeda,4,21512,Directed
Gary,Light,3,21542,Directed
<>,Daddy,1,21551,Directed
WHAT?!,< blank >,1,21566,Directed
Madara,NRL,2,21567,Directed
Saltz,bourgeoisie,3,21579,Directed
Totti#Smauking dat Seaweed,Nexr,1,21617,Directed
Goofy Hell,.inf,1,21655,Directed
Goofy Hell,KMZWAY87AA,1,21655,Directed
Goofy Hell,Lost_Faith,1,21655,Directed
Wolf,SharkieGrom,1,21664,Directed
WaaDaaFaak!?,popo,2,21674,Directed
No Mercy,Webb,1,21691,Directed
Pingu ( ' v ' ),Smitty Werben ¯\_(ツ)_/¯,2,21695,Directed
Eagle,Mizu,1,21702,Directed
Charlie,"Hi, Can I have mossarella stick",1,21726,Directed
Charlie,Recovery,1,21726,Directed
bourgeoisie,Jake,2,21791,Directed
bourgeoisie,Saltz,2,21791,Directed
King Wizard,JOHN HITLER,1,21807,Directed
Ya,`Blurry Eyes,1,21814,Directed
Rob,chrizzl,1,21837,Directed
Monster,Maestro,1,21844,Directed
Monster,Urgel,1,21844,Directed
Alexander den Store,Road to 5k,2,21852,Directed
Lefty,♥ SugarGliderLove ♥,1,21868,Directed
Hippie,Red,5,21895,Directed
...,Pavi,1,21931,Directed
Quasar,Meow,1,21944,Directed
Saitama,~-PPY-~,1,21960,Directed
Road to Al-Qaeda,El Dude,1,21963,Directed
DumpsteR CleaneR,WTF,4,21998,Directed
Panda,SheVeeN,2,22086,Directed
Panda,[A],2,22086,Directed
RFA,dotato,1,22092,Directed
nitoma,Hodor,1,22107,Directed
Perfect Is Shit,Tahurtz,1,22125,Directed
-.-,Chewie,1,22129,Directed
Coco,Icarus,2,22168,Directed
Coco,Nova,2,22168,Directed
.Bench,:),3,22185,Directed
.Bench,Pineapplefruitdude,3,22185,Directed
Ѵirtualghost,Dragnipur,1,22214,Directed
Ѵirtualghost,TzenTzen,1,22214,Directed
Zeeks,< blank >,1,22224,Directed
Leon,Mr. Noel Wells,1,22245,Directed
Leon,Visigoth,1,22245,Directed
Johny,itaQ,1,22246,Directed
jd,Clouds,1,22247,Directed
jd,Miley,1,22247,Directed
MoonMoon,Pizza,4,22256,Directed
MoonMoon,[SUR] Suryoyo,4,22256,Directed
woshnosh SWNL,Rob Boss,1,22298,Directed
DeadShot,minK,5,22311,Directed
-25,JAFAR,2,22325,Directed
sabacka,Gustaff,1,22326,Directed
Gnorts mr. Alien,..,2,22359,Directed
.,WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW,1,22397,Directed
Hugs from Jewland,Warrior,1,22421,Directed
Dr.Sexy,Myrmidon,1,22429,Directed
bneutrality,NotLikeThis,3,22464,Directed
KLiO,emge,2,22472,Directed
Lucifer,Floki,1,22486,Directed
N A,Silver,4,22497,Directed
Hans Moleman,Zero,2,22529,Directed
Hans Moleman,iPeon_GM,2,22529,Directed
ATC,I mute everyone,1,22540,Directed
.Bench,Smaug,1,22580,Directed
Jonte The Moose,Cringer,2,22591,Directed
Jonte The Moose,FREDRIK,2,22591,Directed
XTN,Melon Juny[A]r,1,22602,Directed
MyMeK,123,1,22631,Directed
MyMeK,Taylor Swift,1,22631,Directed
Social Club,Bruno,3,22654,Directed
bourgeoisie,Saltz,1,22659,Directed
^_^,Monkster,2,22663,Directed
art,Frazer,3,22781,Directed
art,Rawrtajgur,3,22781,Directed
YOLO,TheFriendlySquid™,1,22801,Directed
RainGod,Blue,2,22805,Directed
RainGod,X!!,2,22805,Directed
RainGod,camd11,2,22805,Directed
322,jingspir[A]l,1,22841,Directed
The Only God,Solo,6,22853,Directed
Mlcrosoft,s4tarash,2,22858,Directed
Mlcrosoft,your4,2,22858,Directed
Miley,jd,6,22880,Directed
feeder,Zzz,1,22900,Directed
bourgeoisie,Saltz,1,22922,Directed
MyMeK,^^,1,22924,Directed
^_^,Nando,1,22941,Directed
^_^,Styx,1,22941,Directed
Danny,DumpsteR CleaneR,1,22943,Directed
Aeon,happychappy,1,22945,Directed
Aeon,strawberry bonbons,1,22945,Directed
Aeon,xmas mike,1,22945,Directed
=),Moongazer,1,22961,Directed
chicken2000,I mute everyone,2,23032,Directed
Dante,VaLoS,1,23063,Directed
Dracula,HeyGuys,1,23077,Directed
Dracula,O.o,1,23077,Directed
Alucard,King,1,23091,Directed
000,to6eto,1,23121,Directed
Frank,Moongazer,2,23135,Directed
Karl,Mirakuru#Pray4Paris,2,23174,Directed
Gary,Varian Wrynn,2,23191,Directed
Dave,Doge,2,23212,Directed
Dave,Nek-Ro-Sin,2,23212,Directed
DKD,Charlie,1,23215,Directed
uLLu,000,1,23230,Directed
d7,AtField.Barba,1,23245,Directed
NEORIGG Xd,Jesus,1,23266,Directed
NEORIGG Xd,SouL,1,23266,Directed
DragRiver2,James,6,23267,Directed
DragRiver2,XD,6,23267,Directed
???,.Atheris,1,23293,Directed
Luke,SAMKOOOOOOOOO,5,23311,Directed
Good Vibrations,Gibby,2,23319,Directed
Good Vibrations,Kira,2,23319,Directed
< blank >,Skye,2,23327,Directed
Frank,zero,3,23336,Directed
Maestro,bad,1,23404,Directed
sweg magician,Clockwerk Orange,1,23415,Directed
Tzu,Smoke,2,23469,Directed
Mlcrosoft,s4tarash,1,23480,Directed
Mlcrosoft,your4,1,23480,Directed
Loki57,Kevin,1,23504,Directed
Coco,Psycho,10,23508,Directed
Clockwerk Orange,sweg magician,1,23560,Directed
Döner,baKKhus,1,23637,Directed
Döner,mylo,1,23637,Directed
It's not your fault,Jektech*,1,23638,Directed
intentional feeder,DD,2,23649,Directed
P5 - Minimax,G. R. T.,2,23654,Directed
jd,Clouds,1,23678,Directed
jd,Miley,1,23678,Directed
LOVE-is-EZ but I hate you,Max,1,23703,Directed
22sjpog,TrainTracksOverPiggyBacks,2,23731,Directed
Fahrenhater,Skeleton Coast,1,23750,Directed
Dall,Bacon,1,23792,Directed
Aquafina,Axosh,1,23795,Directed
Aquafina,SupaDupaMan,1,23795,Directed
Chris,Tom,1,23796,Directed
SouL,tsilokki,1,23805,Directed
Cau's Be's Hay's Sua's,...,1,23820,Directed
Happy,Tzu,1,23823,Directed
Papa John,Darkwing Duck,1,23824,Directed
Papa John,Prinny,1,23824,Directed
Providence,No,2,23827,Directed
Providence,Xin,2,23827,Directed
doN,Samwise,1,23895,Directed
doN,Santa,1,23895,Directed
Bloogles,deuterium,1,23901,Directed
322,GeGe,1,23943,Directed
JukeSkywalker,Martin Luther King Juker,2,23971,Directed
Nick,BestMidPlayer,5,23988,Directed
Tempest,CC&C,2,23989,Directed
Tempest,Eagle,2,23989,Directed
Miley,O.o,7,23994,Directed
Miley,jd,7,23994,Directed
Batman,GG,1,24013,Directed
RBLR.dany fuckin heatley,RBLR.Marcutio,1,24051,Directed
RBLR.dany fuckin heatley,Rick Sanchez,1,24051,Directed
Morgan Freefarm,Cheese,1,24054,Directed
Morgan Freefarm,Snapple Waffle,1,24054,Directed
Wintermute,Tom Ganks,1,24077,Directed
Kvothe Sixstring,Yukino Yukinoshita,3,24091,Directed
Goose,JC,1,24113,Directed
Goose,ЯIP,1,24113,Directed
JukeSkywalker,James,1,24120,Directed
Faith,paloralogram,1,24131,Directed
Axosh,JC,1,24133,Directed
Axosh,aaron,1,24133,Directed
A N D R E W  S A L A D,Sasha,1,24139,Directed
Recovery,Shanks,1,24153,Directed
Flash,Fury,2,24158,Directed
Flash,SAITAMA,2,24158,Directed
Flash,bloodhound,2,24158,Directed
Meow,X,1,24179,Directed
joker'sbestfriend,Alpha,1,24225,Directed
Rizwanovich,Icarus-,1,24227,Directed
Ares,Caturday Yet?,2,24228,Directed
StoopidVarrior,R,1,24239,Directed
Skye,JJ,1,24251,Directed
Ruby,Car Radio,1,24253,Directed
Sophiel,CHI LONG QUA,2,24258,Directed
Clueless,SouL,3,24262,Directed
Clueless,ツ,3,24262,Directed
Pepe Investor,322,1,24273,Directed
Kevin,Ayy Lmaoo™,1,24319,Directed
Kevin,Faronel,1,24319,Directed
>space created,SouL,2,24337,Directed
Unknown,-_-,6,24409,Directed
Rigby,Vladimir Putin,1,24414,Directed
Rigby,i play on 480apm,1,24414,Directed
OnePunchMan,Nek-Ro-Sin,1,24446,Directed
Carl,Achilles,1,24451,Directed
Carl,Snipe Desu~,1,24451,Directed
JJ,Skye,9,24455,Directed
[THG]Executer26th,XIII,1,24479,Directed
